"arrival" ,"vars" ,"n"     ,"mean_delay"         ,"sd_delay"       ,"median_delay" ,"trimmed_mean_delay" ,"mad_delay" ,"min_delay" ,"max_delay" ,"range_delay" ,"skew_delay"     ,"kurtosis_delay" ,"se_delay"        ,"origin_icao" ,"variable"      ,"rate"               ,"punc"
"SBSR"    ,     5 ,  39109 ,    9.93340962925505 ,102.786005540259 ,             0 ,    2.68611730263815 ,     0      ,          0 ,      14444 ,        14444 ,101.225677004411 ,12251.1259353735 ,0.519751358557624 ,"SBSR"        ,"delay_arrival" ,    9.93340962925505 ,0.832219945173396
"SBSV"    ,     9 , 613188 ,   11.4976435073364  ,683.416878495634 ,             0 ,    3.19944548398929 ,     0      ,          0 ,     527075 ,       527075 ,760.619948137172 ,586447.192946897 ,0.872748029370098 ,"SBSV"        ,"delay_arrival" ,   11.4976435073364  ,0.808904442274633
"SBTC"    ,     2 ,    205 ,    4.70792079207921 ,13.7312092003271 ,             0 ,    1.24074074074074 ,     0      ,          0 ,        122 ,          122 ,4.87798905213204 ,31.1608382471348 ,0.959029250305841 ,"SBTC"        ,"delay_arrival" ,    4.70792079207921 ,0.886138613861386
"SBTE"    ,     6 ,  90559 ,   12.2428391987977  ,109.647705244745 ,             0 ,    3.45987887963664 ,     0      ,          0 ,      14420 ,        14420 ,80.5772841886729 ,8942.12482129248 ,0.364362554268498 ,"SBTE"        ,"delay_arrival" ,   12.2428391987977  ,0.804095731556871
"SBTF"    ,     3 ,   7470 ,   11.0262761735322  ,170.83865891404  ,             0 ,    1.53377800581495 ,     0      ,          0 ,      14386 ,        14386 ,81.5595619401726 ,6857.36210303225 ,1.97663213971036  ,"SBTF"        ,"delay_arrival" ,   11.0262761735322  ,0.84863829204872
"SBTT"    ,     2 ,   5462 ,   11.2611111111111  ,109.351044876673 ,             0 ,    1.48287037037037 ,     0      ,          0 ,       7197 ,         7197 ,55.5174614815977 ,3520.39497986715 ,1.47960942571288  ,"SBTT"        ,"delay_arrival" ,   11.2611111111111  ,0.858888888888889
"SBTU"    ,     2 ,   4683 ,16087.189041694      ,410930.627353695 ,             0 ,    3.94815825375171 ,     0      ,          0 ,   10519269 ,     10519269 ,25.514771614757  ,649.145280083188 ,6004.90902633356  ,"SBTU"        ,"delay_arrival" ,16087.189041694      ,0.796550971403624
"SBUA"    ,     2 ,    308 ,    7.52988047808765 ,19.2929547655526 ,             0 ,    3.02985074626866 ,     0      ,          0 ,        166 ,          166 ,4.58782774347793 ,27.336210762135  ,1.09931812334604  ,"SBUA"        ,"delay_arrival" ,    7.52988047808765 ,0.824701195219124
"SBUF"    ,     2 ,   1033 ,    7.65368852459016 ,23.9242168206902 ,             0 ,    1.54347826086957 ,     0      ,          0 ,        226 ,          226 ,4.92974371952252 ,30.2869135507441 ,0.744367784323203 ,"SBUF"        ,"delay_arrival" ,    7.65368852459016 ,0.862704918032787
"SBUG"    ,     3 ,   1697 ,   19.4557867360208  ,39.201425802762  ,             0 ,   10.3222402597403  ,     0      ,          0 ,        343 ,          343 ,3.79834029394795 ,18.2023328723027 ,0.951614261346491 ,"SBUG"        ,"delay_arrival" ,   19.4557867360208  ,0.642392717815345
"SBUL"    ,     7 ,  82865 ,   11.6433589912581  ,94.9891561302144 ,             0 ,    3.57396440506722 ,     0      ,          0 ,      14423 ,        14423 ,109.794415158349 ,14814.797870366  ,0.329980641226888 ,"SBUL"        ,"delay_arrival" ,   11.6433589912581  ,0.802989417660445
"SBUR"    ,     3 ,  16410 ,   15.9394252502422  ,347.355164427583 ,             0 ,    3.72935668738397 ,     0      ,          0 ,      40485 ,        40485 ,106.765769488526 ,12087.4075924647 ,2.711561567387    ,"SBUR"        ,"delay_arrival" ,   15.9394252502422  ,0.799677106877624
"SBUY"    ,     2 ,    599 ,   45.9725158562368  ,55.8281382698947 ,            25 ,   34.9261213720317  ,    31.1346 ,          0 ,        373 ,          373 ,2.26710108275694 ,6.53562726163609 ,2.28107589012253  ,"SBUY"        ,"delay_arrival" ,   45.9725158562368  ,0.367864693446089
"SBVH"    ,     3 ,   6322 ,    7.82202304737516 ,26.2952114395382 ,             0 ,    1.392            ,     0      ,          0 ,        367 ,          367 ,5.89901266612914 ,46.817063907868  ,0.330711594766984 ,"SBVH"        ,"delay_arrival" ,    7.82202304737516 ,0.854993597951344
"SBVT"    ,     7 , 235962 ,    8.90650129243869 ,113.815761051674 ,             0 ,    2.41067830941249 ,     0      ,          0 ,      43275 ,        43275 ,271.782828356447 ,94460.8141440676 ,0.234304900750081 ,"SBVT"        ,"delay_arrival" ,    8.90650129243869 ,0.834320220692052
